,Sex,Age,Education,Food,MeanConsumption_total,5PercentileConsumption,50PercentileConsuption,95PercentileConsumption,ConsumptionDays,MeanConsumptiononConsumptionDays,5percentileConsumptiondays,50percentileConsumptiondays,95percentileConsumptiondays
7341,Total male and female,9 to 13 years,Education: lower,08. Fish,,,,,,,,,
7342,Male,9 to 13 years,Education: lower,08. Fish,,,,,,,,,
7343,Female,9 to 13 years,Education: lower,08. Fish,,,,,,,,,
7344,Total male and female,14 to 18 years,Education: lower,08. Fish,,,,,,,,,
7345,Male,14 to 18 years,Education: lower,08. Fish,,,,,,,,,
7346,Female,14 to 18 years,Education: lower,08. Fish,,,,,,,,,
7347,Total male and female,19 to 30 years,Education: lower,08. Fish,,,,,,,,,
7348,Male,19 to 30 years,Education: lower,08. Fish,,,,,,,,,
7349,Female,19 to 30 years,Education: lower,08. Fish,,,,,,,,,
7350,Total male and female,31 to 50 years,Education: lower,08. Fish,,,,,,,,,
7351,Male,31 to 50 years,Education: lower,08. Fish,,,,,,,,,
7352,Female,31 to 50 years,Education: lower,08. Fish,,,,,,,,,
7353,Total male and female,51 to 70 years,Education: lower,08. Fish,,,,,,,,,
7354,Male,51 to 70 years,Education: lower,08. Fish,,,,,,,,,
7355,Female,51 to 70 years,Education: lower,08. Fish,,,,,,,,,
7356,Total male and female,71 to 79 years,Education: lower,08. Fish,,,,,,,,,
7357,Male,71 to 79 years,Education: lower,08. Fish,,,,,,,,,
7358,Female,71 to 79 years,Education: lower,08. Fish,,,,,,,,,
7359,Total male and female,1 to 79 years,Education: intermediate,08. Fish,,,,,,,,,
7360,Male,1 to 79 years,Education: intermediate,08. Fish,,,,,,,,,
7361,Female,1 to 79 years,Education: intermediate,08. Fish,,,,,,,,,
7362,Total male and female,1 to 18 years,Education: intermediate,08. Fish,6.4,0.0,0.0,50.4,7.5,85.6,11.3,76.0,210.0
7363,Male,1 to 18 years,Education: intermediate,08. Fish,5.9,0.0,0.0,50.0,6.8,90.9,10.0,81.0,250.0
7364,Female,1 to 18 years,Education: intermediate,08. Fish,6.9,0.0,0.0,50.4,8.3,81.1,13.0,75.0,162.0
7365,Total male and female,19 to 79 years,Education: intermediate,08. Fish,16.7,0.0,0.0,100.5,14.1,117.2,15.0,101.3,250.0
7366,Male,19 to 79 years,Education: intermediate,08. Fish,18.6,0.0,0.0,106.9,14.0,133.0,27.0,112.5,259.0
7367,Female,19 to 79 years,Education: intermediate,08. Fish,14.7,0.0,0.0,81.0,14.2,100.4,10.5,90.0,225.0
7368,Total male and female,1 to 3 years,Education: intermediate,08. Fish,,,,,,,,,
7369,Male,1 to 3 years,Education: intermediate,08. Fish,,,,,,,,,
7370,Female,1 to 3 years,Education: intermediate,08. Fish,,,,,,,,,
7371,Total male and female,4 to 8 years,Education: intermediate,08. Fish,,,,,,,,,
7372,Male,4 to 8 years,Education: intermediate,08. Fish,,,,,,,,,
7373,Female,4 to 8 years,Education: intermediate,08. Fish,,,,,,,,,
7374,Total male and female,9 to 13 years,Education: intermediate,08. Fish,,,,,,,,,
7375,Male,9 to 13 years,Education: intermediate,08. Fish,,,,,,,,,
7376,Female,9 to 13 years,Education: intermediate,08. Fish,,,,,,,,,
7377,Total male and female,14 to 18 years,Education: intermediate,08. Fish,,,,,,,,,
7378,Male,14 to 18 years,Education: intermediate,08. Fish,,,,,,,,,
7379,Female,14 to 18 years,Education: intermediate,08. Fish,,,,,,,,,
7380,Total male and female,19 to 30 years,Education: intermediate,08. Fish,,,,,,,,,
7381,Male,19 to 30 years,Education: intermediate,08. Fish,,,,,,,,,
7382,Female,19 to 30 years,Education: intermediate,08. Fish,,,,,,,,,
7383,Total male and female,31 to 50 years,Education: intermediate,08. Fish,,,,,,,,,
7384,Male,31 to 50 years,Education: intermediate,08. Fish,,,,,,,,,
7385,Female,31 to 50 years,Education: intermediate,08. Fish,,,,,,,,,
7386,Total male and female,51 to 70 years,Education: intermediate,08. Fish,,,,,,,,,
7387,Male,51 to 70 years,Education: intermediate,08. Fish,,,,,,,,,
7388,Female,51 to 70 years,Education: intermediate,08. Fish,,,,,,,,,
7389,Total male and female,71 to 79 years,Education: intermediate,08. Fish,,,,,,,,,
7390,Male,71 to 79 years,Education: intermediate,08. Fish,,,,,,,,,
7391,Female,71 to 79 years,Education: intermediate,08. Fish,,,,,,,,,
7392,Total male and female,1 to 79 years,Education: higher,08. Fish,,,,,,,,,
7393,Male,1 to 79 years,Education: higher,08. Fish,,,,,,,,,
7394,Female,1 to 79 years,Education: higher,08. Fish,,,,,,,,,
7395,Total male and female,1 to 18 years,Education: higher,08. Fish,6.5,0.0,0.0,50.0,8.7,76.9,9.7,65.0,201.0
7396,Male,1 to 18 years,Education: higher,08. Fish,6.8,0.0,0.0,53.2,8.2,85.5,11.3,65.0,280.0
7397,Female,1 to 18 years,Education: higher,08. Fish,6.3,0.0,0.0,47.5,9.2,68.8,8.5,65.0,144.2
7398,Total male and female,19 to 79 years,Education: higher,08. Fish,21.7,0.0,0.0,100.5,20.4,108.5,12.6,95.8,280.0
7399,Male,19 to 79 years,Education: higher,08. Fish,23.5,0.0,0.0,112.5,20.0,119.3,18.4,95.8,305.2
7400,Female,19 to 79 years,Education: higher,08. Fish,19.9,0.0,0.0,100.0,20.8,97.4,12.6,100.0,222.5
7401,Total male and female,1 to 3 years,Education: higher,08. Fish,,,,,,,,,
7402,Male,1 to 3 years,Education: higher,08. Fish,,,,,,,,,
7403,Female,1 to 3 years,Education: higher,08. Fish,,,,,,,,,
7404,Total male and female,4 to 8 years,Education: higher,08. Fish,,,,,,,,,
7405,Male,4 to 8 years,Education: higher,08. Fish,,,,,,,,,
7406,Female,4 to 8 years,Education: higher,08. Fish,,,,,,,,,
7407,Total male and female,9 to 13 years,Education: higher,08. Fish,,,,,,,,,
7408,Male,9 to 13 years,Education: higher,08. Fish,,,,,,,,,
7409,Female,9 to 13 years,Education: higher,08. Fish,,,,,,,,,
7410,Total male and female,14 to 18 years,Education: higher,08. Fish,,,,,,,,,
7411,Male,14 to 18 years,Education: higher,08. Fish,,,,,,,,,
7412,Female,14 to 18 years,Education: higher,08. Fish,,,,,,,,,
7413,Total male and female,19 to 30 years,Education: higher,08. Fish,,,,,,,,,
7414,Male,19 to 30 years,Education: higher,08. Fish,,,,,,,,,
7415,Female,19 to 30 years,Education: higher,08. Fish,,,,,,,,,
7416,Total male and female,31 to 50 years,Education: higher,08. Fish,,,,,,,,,
7417,Male,31 to 50 years,Education: higher,08. Fish,,,,,,,,,
7418,Female,31 to 50 years,Education: higher,08. Fish,,,,,,,,,
7419,Total male and female,51 to 70 years,Education: higher,08. Fish,,,,,,,,,
7420,Male,51 to 70 years,Education: higher,08. Fish,,,,,,,,,
7421,Female,51 to 70 years,Education: higher,08. Fish,,,,,,,,,
7422,Total male and female,71 to 79 years,Education: higher,08. Fish,,,,,,,,,
7423,Male,71 to 79 years,Education: higher,08. Fish,,,,,,,,,
7424,Female,71 to 79 years,Education: higher,08. Fish,,,,,,,,,
7425,Total male and female,1 to 79 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7426,Male,1 to 79 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7427,Female,1 to 79 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7428,Total male and female,1 to 18 years,Education: lower,0800. Unclass and combined fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7429,Male,1 to 18 years,Education: lower,0800. Unclass and combined fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7430,Female,1 to 18 years,Education: lower,0800. Unclass and combined fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7431,Total male and female,19 to 79 years,Education: lower,0800. Unclass and combined fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7432,Male,19 to 79 years,Education: lower,0800. Unclass and combined fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7433,Female,19 to 79 years,Education: lower,0800. Unclass and combined fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7434,Total male and female,1 to 3 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7435,Male,1 to 3 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7436,Female,1 to 3 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7437,Total male and female,4 to 8 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7438,Male,4 to 8 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7439,Female,4 to 8 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7440,Total male and female,9 to 13 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7441,Male,9 to 13 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7442,Female,9 to 13 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7443,Total male and female,14 to 18 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7444,Male,14 to 18 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7445,Female,14 to 18 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7446,Total male and female,19 to 30 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7447,Male,19 to 30 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7448,Female,19 to 30 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7449,Total male and female,31 to 50 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7450,Male,31 to 50 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7451,Female,31 to 50 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7452,Total male and female,51 to 70 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7453,Male,51 to 70 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7454,Female,51 to 70 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7455,Total male and female,71 to 79 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7456,Male,71 to 79 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7457,Female,71 to 79 years,Education: lower,0800. Unclass and combined fish products,,,,,,,,,
7458,Total male and female,1 to 79 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
7459,Male,1 to 79 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
7460,Female,1 to 79 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
7461,Total male and female,1 to 18 years,Education: intermediate,0800. Unclass and combined fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7462,Male,1 to 18 years,Education: intermediate,0800. Unclass and combined fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7463,Female,1 to 18 years,Education: intermediate,0800. Unclass and combined fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7464,Total male and female,19 to 79 years,Education: intermediate,0800. Unclass and combined fish products,0.1,0.0,0.0,0.0,0.1,93.8,93.8,93.8,93.8
7465,Male,19 to 79 years,Education: intermediate,0800. Unclass and combined fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7466,Female,19 to 79 years,Education: intermediate,0800. Unclass and combined fish products,0.1,0.0,0.0,0.0,0.2,93.8,93.8,93.8,93.8
7467,Total male and female,1 to 3 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
7468,Male,1 to 3 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
7469,Female,1 to 3 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
7470,Total male and female,4 to 8 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
7471,Male,4 to 8 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
7472,Female,4 to 8 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
7473,Total male and female,9 to 13 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
7474,Male,9 to 13 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
7475,Female,9 to 13 years,Education: intermediate,0800. Unclass and combined fish products,,,,,,,,,
