ID,Sex,Age,OtherCharacteristics,FoodGroups,MeanConsumption_1,P5_2,P50_3,P95_4,N_5,ConsumptionDays_6,MeanConsumptionOnConsumptionDays_7,P5consdays_8,P50consdays_9,P95consdays_10,Nconsdays_11
4111,T001038,B000139,LD01   ,BGLD050799,10.8,0,0,44.9,218,38.3,28.7,6.4,24,64,163
4112,T001038,B000139,LD01   ,BGLD050700,8.1,0,0,38,218,31.5,26,6.4,23,59,134
4113,T001038,B000139,LD01   ,BGLD050701,2.7,0,0,16,218,9.1,30.7,8,23.8,64,37
4114,T001038,B000139,LD01   ,BGLD050702,0,0,0,0,218,0,0,0,0,0,0
4115,T001038,B000139,LD01   ,BGLD050899,5.8,0,0,50,218,7.9,76.6,25,75,130,32
4116,T001038,B000139,LD01   ,BGLD050800,0.5,0,0,0,218,0.5,102.3,49,130,130,2
4117,T001038,B000139,LD01   ,BGLD050801,4.1,0,0,34.5,218,6,72.1,25,69,180,25
4118,T001038,B000139,LD01   ,BGLD050802,0,0,0,0,218,0,0,0,0,0,0
4119,T001038,B000139,LD01   ,BGLD050803,1.1,0,0,0,218,1.3,86.6,55,96,105,5
4120,T001038,B000139,LD01   ,BGLD069999,190.4,79.5,170,373.4,218,99.3,190.3,53.1,154.9,425.9,433
4121,T001038,B000139,LD01   ,BGLD060199,1.2,0,0,5.4,218,7.7,16.3,0.6,7.9,62.5,37
4122,T001038,B000139,LD01   ,BGLD060299,42.1,0,10.1,163,218,32.1,127.5,13.5,111.1,326,138
4123,T001038,B000139,LD01   ,BGLD060399,133.8,47,131.3,252.5,218,97.5,136.9,42,133,280,423
4124,T001038,B000139,LD01   ,BGLD060301,128.4,35,126.1,243,218,94.1,136,45,128,270,412
4125,T001038,B000139,LD01   ,BGLD060302,5.5,0,0,30,218,25.5,21.5,7,15,56,124
4126,T001038,B000139,LD01   ,BGLD060499,5.7,0,0,40,218,15.1,37.5,9.8,29.8,80,81
4127,T001038,B000139,LD01   ,BGLD060599,7.6,0,0,72.5,218,4.9,156.5,38.1,145,297,16
4128,T001038,B000139,LD01   ,BGLD079999,102.1,14.1,87.5,231.3,218,89.7,114.5,18.8,95.2,277,392
4129,T001038,B000139,LD01   ,BGLD070099,1.7,0,0,0,218,1.1,157.8,36,119.6,277,4
4130,T001038,B000139,LD01   ,BGLD070199,32.9,0,17,125.2,218,35.5,92.9,10.4,71.8,277,159
4131,T001038,B000139,LD01   ,BGLD070100,4.6,0,0,35.1,218,6.6,70.1,22.3,54.7,152.9,28
4132,T001038,B000139,LD01   ,BGLD070101,10.8,0,0,56.1,218,13.6,76.8,7.1,50,277,59
4133,T001038,B000139,LD01   ,BGLD070102,0.2,0,0,0,218,0.3,75,75,75,75,1
4134,T001038,B000139,LD01   ,BGLD070103,15.1,0,0,86,218,14.6,104.5,14.1,85.5,277,71
4135,T001038,B000139,LD01   ,BGLD070104,1.8,0,0,0,218,1,219.3,52.3,160,390,3
4136,T001038,B000139,LD01   ,BGLD070105,0.3,0,0,0,218,0.3,113,113,113,113,1
4137,T001038,B000139,LD01   ,BGLD070107,0,0,0,0,218,0,0,0,0,0,0
4138,T001038,B000139,LD01   ,BGLD070299,16.1,0,0,70,218,23,70.9,15.2,60,168,94
4139,T001038,B000139,LD01   ,BGLD070200,0,0,0,0,218,0,0,0,0,0,0
4140,T001038,B000139,LD01   ,BGLD070201,14.8,0,0,62.5,218,21.9,68.2,15.2,60,166.8,89
4141,T001038,B000139,LD01   ,BGLD070202,1.3,0,0,0,218,1,131.6,38,113,277,4
4142,T001038,B000139,LD01   ,BGLD070203,0,0,0,0,218,0,20,20,20,20,1
4143,T001038,B000139,LD01   ,BGLD070399,0,0,0,0,218,0,0,0,0,0,0
4144,T001038,B000139,LD01   ,BGLD070499,50.3,0,37.5,147.9,218,66,76.8,8,56,218.6,290
4145,T001038,B000139,LD01   ,BGLD070401,31,0,10.5,99,218,33.9,92.5,6.6,86.3,197,146
4146,T001038,B000139,LD01   ,BGLD070402,19.3,0,11,71,218,51.1,37.9,6.2,27,102.8,224
4147,T001038,B000139,LD01   ,BGLD070599,0.1,0,0,0,218,0.3,47.5,16,32,108.5,3
4148,T001038,B000139,LD01   ,BGLD070699,0.8,0,0,0,218,1.1,71.6,26.6,70.5,127.5,5
4149,T001038,B000139,LD01   ,BGLD070601,0.8,0,0,0,218,1.1,71.6,26.6,70.5,127.5,5
4150,T001038,B000139,LD01   ,BGLD070602,0,0,0,0,218,0,0,0,0,0,0
4151,T001038,B000139,LD01   ,BGLD089999,15.1,0,0,93,218,13.2,113.6,15,90,301.5,53
4152,T001038,B000139,LD01   ,BGLD080099,0,0,0,0,218,0,0,0,0,0,0
4153,T001038,B000139,LD01   ,BGLD080199,11.6,0,0,78,218,10.9,107,24,77.2,305.2,43
4154,T001038,B000139,LD01   ,BGLD080299,0.5,0,0,0,218,1.3,44.4,6.8,20,112.5,4
4155,T001038,B000139,LD01   ,BGLD080399,3,0,0,0,218,1.4,195.3,26,225,280,9
4156,T001038,B000139,LD01   ,BGLD080499,0,0,0,0,218,0,0,0,0,0,0
4157,T001038,B000139,LD01   ,BGLD099999,12.5,0,0,50,218,24,51.6,6.2,50,100.6,119
4158,T001038,B000139,LD01   ,BGLD090199,12.5,0,0,50,218,24,51.6,6.2,50,100.6,119
4159,T001038,B000139,LD01   ,BGLD109999,25.5,4.8,22.4,51.5,218,96.1,26.4,4.1,24,55,418
4160,T001038,B000139,LD01   ,BGLD100099,1.5,0,0,9,218,17.8,8.3,1.5,6.5,19.2,74
4161,T001038,B000139,LD01   ,BGLD100199,3.2,0,0.6,14.5,218,34.5,9.2,1.2,6.3,27.5,153
4162,T001038,B000139,LD01   ,BGLD100299,2.1,0,0,13.7,218,14.7,15.3,2,10,40,65
4163,T001038,B000139,LD01   ,BGLD100399,18.7,0,18,44.8,218,80.9,22.8,4.3,20.4,52.1,349
4164,T001038,B000139,LD01   ,BGLD100499,0,0,0,0,218,0.4,7.6,0.1,5.6,12.5,3
4165,T001038,B000139,LD01   ,BGLD119999,28.3,0,18,90.4,218,74.7,37.6,4.7,24.7,113,332
4166,T001038,B000139,LD01   ,BGLD110099,0.1,0,0,0,218,0.4,33.6,8,36,36,2
4167,T001038,B000139,LD01   ,BGLD110199,13.2,0,4.3,54.6,218,51.5,25.5,3.2,18.2,76,234
4168,T001038,B000139,LD01   ,BGLD110100,0,0,0,0,218,0,0,0,0,0,0
4169,T001038,B000139,LD01   ,BGLD110101,7,0,0,32.8,218,37.1,18.5,2.7,14.4,51.2,155
4170,T001038,B000139,LD01   ,BGLD110102,4.2,0,0,29.8,218,14.4,29.4,5.2,21.7,98.3,79
4171,T001038,B000139,LD01   ,BGLD110103,0.7,0,0,5.7,218,5.6,13.2,2.8,11.4,39.8,30
4172,T001038,B000139,LD01   ,BGLD110104,0.8,0,0,6,218,7,12.1,1.4,8.6,32.2,35
4173,T001038,B000139,LD01   ,BGLD110105,0.1,0,0,0,218,0.7,8.7,5,5,22.5,3
4174,T001038,B000139,LD01   ,BGLD110106,0.4,0,0,0,218,1.9,20.5,5,18,52.1,10
4175,T001038,B000139,LD01   ,BGLD110299,11.2,0,0,50,218,36.7,30.6,4.8,18,100,161
4176,T001038,B000139,LD01   ,BGLD110200,3.3,0,0,20,218,19.2,16.8,4.7,10,50,76
4177,T001038,B000139,LD01   ,BGLD110201,2.8,0,0,21,218,9.2,30.9,2,16,100,47
4178,T001038,B000139,LD01   ,BGLD110202,1.2,0,0,0,218,2.5,48.2,18,51,80,11
4179,T001038,B000139,LD01   ,BGLD110203,2.5,0,0,18.1,218,6.8,36.6,3.1,28,95.5,30
4180,T001038,B000139,LD01   ,BGLD110204,1.4,0,0,0,218,1.8,83,15,30,200,12
4181,T001038,B000139,LD01   ,BGLD110399,3.7,0,0,17.1,218,24.3,14.8,1,8,60,112
4182,T001038,B000139,LD01   ,BGLD129999,39,0,27.5,122,218,59.5,66.4,12,50,188,268
4183,T001038,B000139,LD01   ,BGLD120199,22.4,0,0,87.5,218,33.3,68.2,19,55,192,150
4184,T001038,B000139,LD01   ,BGLD120299,16.6,0,10,63.5,218,40.9,41,10,30,100,194
4185,T001038,B000139,LD01   ,BGLD139999,1837.3,808.3,1733.5,3404.4,218,99.9,1851.7,713.3,1676.7,3500,435
4186,T001038,B000139,LD01   ,BGLD130099,11.1,0,0,0,218,2.9,421.1,120,330,660,12
4187,T001038,B000139,LD01   ,BGLD130199,44,0,0,206,218,20.3,224.9,9.7,201.7,655.8,94
4188,T001038,B000139,LD01   ,BGLD130299,278.7,0,159.4,1003.3,218,48.9,568.2,166.7,460,1533.3,200
4189,T001038,B000139,LD01   ,BGLD130399,916.2,16,866.7,2097,218,92.7,994.6,266.7,863.3,2076.7,406
4190,T001038,B000139,LD01   ,BGLD130300,1.7,0,0,0,218,0.3,625,625,625,625,1
4191,T001038,B000139,LD01   ,BGLD130301,530.4,0,528.3,1130.8,218,78.4,683.6,160,633.3,1421.8,349
4192,T001038,B000139,LD01   ,BGLD130302,278.2,0,83.3,1274.6,218,41.9,665.3,166.7,433.3,2166.7,186
4193,T001038,B000139,LD01   ,BGLD130303,106,0,0,600,218,17.4,606.2,166.7,416.7,1583.3,80
4194,T001038,B000139,LD01   ,BGLD130304,0,0,0,0,218,0,0,0,0,0,0
4195,T001038,B000139,LD01   ,BGLD130499,587.3,0,437.5,1700,218,75.3,786.4,67.2,613.3,2145.9,343
4196,T001038,B000139,LD01   ,BGLD149999,186.1,0,0,1000,218,36.3,523.5,66.7,330,2045.1,168
4197,T001038,B000139,LD01   ,BGLD140099,3.3,0,0,0,218,1.1,310.4,50,330,458.3,5
4198,T001038,B000139,LD01   ,BGLD140199,43.2,0,0,250,218,18.4,236.9,66.7,200,562.5,75
4199,T001038,B000139,LD01   ,BGLD140299,4,0,0,0,218,2.1,187.5,64.4,206,425.7,13
4200,T001038,B000139,LD01   ,BGLD140399,131.1,0,0,750,218,15.8,851.7,300,560,2070,65
4201,T001038,B000139,LD01   ,BGLD140499,3.8,0,0,23.8,218,5.7,63.8,13.6,57,145.7,38
4202,T001038,B000139,LD01   ,BGLD140599,0.2,0,0,0,218,0.3,66,66,66,66,1
4203,T001038,B000139,LD01   ,BGLD140699,0.5,0,0,0,218,0.6,75.7,6.6,66,146.7,8
4204,T001038,B000139,LD01   ,BGLD159999,36,0,25.8,114.1,218,70.8,50.5,3.9,35.1,150.7,319
4205,T001038,B000139,LD01   ,BGLD150099,0.7,0,0,0,218,1.5,39.2,4,27,102,5
4206,T001038,B000139,LD01   ,BGLD150199,33,0,21.9,114.1,218,60.5,54.4,9,39.6,155,265
4207,T001038,B000139,LD01   ,BGLD150100,13.8,0,0,55,218,29.8,45.3,9.7,34.9,110,140
4208,T001038,B000139,LD01   ,BGLD150101,6,0,0,39,218,15,40.9,8.8,25,104,58
4209,T001038,B000139,LD01   ,BGLD150102,8.1,0,0,40,218,26.2,31.6,4.8,23.3,81,105
4210,T001038,B000139,LD01   ,BGLD150103,5.1,0,0,30,218,8.8,56.8,9.6,40,152,41
4211,T001038,B000139,LD01   ,BGLD150399,0,0,0,0,218,0,0,0,0,0,0
4212,T001038,B000139,LD01   ,BGLD150499,2.3,0,0,11,218,22.9,9.9,0.9,4.8,38,108
4213,T001038,B000139,LD01   ,BGLD150400,2.1,0,0,9.9,218,21.7,9.8,0.9,4.8,36.8,102
4214,T001038,B000139,LD01   ,BGLD150401,0.1,0,0,0,218,2.3,5.8,0.7,3,29,13
4215,T001038,B000139,LD01   ,BGLD169999,54.3,0,0,242.8,218,24.2,225.6,88.2,208.3,446.3,110
4216,T001038,B000139,LD01   ,BGLD160199,28.2,0,0,174.6,218,11.7,244,85.7,233.2,489.3,50
4217,T001038,B000139,LD01   ,BGLD160299,26.1,0,0,137.3,218,16.3,159.1,0.8,158,421.4,78
4218,T001038,B000139,LD01   ,BGLD179999,3.4,0,0,3,218,12.7,23.8,0.1,0.4,128.8,60
4219,T001038,B000139,LD01   ,BGLD170199,0,0,0,0,218,0,0,0,0,0,0
4220,T001038,B000139,LD01   ,BGLD170299,3.4,0,0,3,218,12.7,23.8,0.1,0.4,128.8,60
4221,T001038,B000139,LD01   ,BGLD170201,0.3,0,0,1.2,218,12,2,0.1,0.4,11,57
4222,T001038,B000139,LD01   ,BGLD170202,3.1,0,0,0,218,1.1,257.8,20,128.8,515,4
4223,T001038,B000139,LD01   ,BGLD170399,0,0,0,0,218,0,0,0,0,0,0
4224,T001038,B000139,LD01   ,BGLD189999,17.5,0,0,80.5,218,26,67.4,11,58.3,150,109
4225,T001038,B000139,LD01   ,BGLD180099,0,0,0,0,218,0,0,0,0,0,0
4226,T001038,B000139,LD01   ,BGLD180199,6.7,0,0,40,218,16.6,39.6,6.3,40,89,73
4227,T001038,B000139,LD01   ,BGLD180299,10.8,0,0,69.8,218,12.1,90.4,17,81,150,49
4228,T001038,B000139,LD02   ,BGLD019999,80.1,0,70,210.4,465,51.6,155.6,46.1,140,308,488
4229,T001038,B000139,LD02   ,BGLD010099,0.5,0,0,0,465,0.6,89.5,8.6,75.6,166.3,3
4230,T001038,B000139,LD02   ,BGLD010199,79.6,0,70,210.4,465,51.1,155.9,45,140,317.8,486
4231,T001038,B000139,LD02   ,BGLD029999,139.5,19.4,120.9,317.2,465,87.6,159.7,26.4,139.9,375,825
4232,T001038,B000139,LD02   ,BGLD020099,13.5,0,0,84,465,14.7,91,10.6,70.9,228,133
4233,T001038,B000139,LD02   ,BGLD020199,18.9,0,0,107.5,465,24.3,77.9,5,60,241.2,232
4234,T001038,B000139,LD02   ,BGLD020299,48.1,0,23.8,183.3,465,49.8,96.7,7.5,67,273.6,477
4235,T001038,B000139,LD02   ,BGLD020399,12.9,0,0,76.1,465,20.2,63.8,5.2,38.8,178,186
4236,T001038,B000139,LD02   ,BGLD020499,23.4,0,0,121.5,465,21.1,112.7,3.9,114,272,200
4237,T001038,B000139,LD02   ,BGLD020599,3.7,0,0,21.4,465,9.9,37.2,4.4,26.5,144,93
4238,T001038,B000139,LD02   ,BGLD020699,2.4,0,0,17.3,465,5.4,44.1,1.6,30.3,160,51
4239,T001038,B000139,LD02   ,BGLD020799,13.5,0,5.8,52,465,39.1,34.7,2.5,23.8,97.4,373
4240,T001038,B000139,LD02   ,BGLD020899,3,0,0,11.1,465,8.2,36.4,1.1,9.6,162,72
4241,T001038,B000139,LD02   ,BGLD039999,3.7,0,0,31.3,465,3.4,112.8,26.4,111,208.1,31
4242,T001038,B000139,LD02   ,BGLD030199,3.7,0,0,31.3,465,3.4,112.8,26.4,111,208.1,31
4243,T001038,B000139,LD02   ,BGLD049999,135.5,0,99.5,392.9,465,69.1,197.2,16.1,161.3,493.5,669
4244,T001038,B000139,LD02   ,BGLD040099,1,0,0,0,465,1.6,60.4,25,66.7,100,15
4245,T001038,B000139,LD02   ,BGLD040199,123.7,0,86.3,367.9,465,58.4,212.9,30,165,497.3,581
4246,T001038,B000139,LD02   ,BGLD040101,119.1,0,84,364.1,465,57,210,30,165,492.9,566
4247,T001038,B000139,LD02   ,BGLD040102,4.6,0,0,50,465,4.4,108.2,25.9,100,200,50
4248,T001038,B000139,LD02   ,BGLD040299,10.3,0,0,48.8,465,24.4,42.1,3.6,30.9,103.9,225
4249,T001038,B000139,LD02   ,BGLD040201,6.7,0,0,40,465,16.1,42.2,2.7,30,100,148
4250,T001038,B000139,LD02   ,BGLD040202,3.5,0,0,25.3,465,10.5,32.7,8.7,30.9,81.4,98
4251,T001038,B000139,LD02   ,BGLD040399,0.6,0,0,5,465,2.8,19.2,1,17.1,40,25
4252,T001038,B000139,LD02   ,BGLD059999,341.2,35.9,302,772.6,465,94.2,365.5,31,305.5,877.9,884
4253,T001038,B000139,LD02   ,BGLD050099,1.3,0,0,0,465,0.6,213.6,100,200,450,7
4254,T001038,B000139,LD02   ,BGLD050199,178.2,0,111.6,566.5,465,53.3,339.4,51.5,274.7,798.2,529
4255,T001038,B000139,LD02   ,BGLD050101,132.4,0,37.1,515,465,42.9,315.6,28.1,257.5,789.7,422
4256,T001038,B000139,LD02   ,BGLD050102,45.8,0,0,263.5,465,15.4,293.7,68.7,257.5,561,159
4257,T001038,B000139,LD02   ,BGLD050299,9.9,0,0,48.4,465,3.6,253.4,60.6,199.1,832,25
4258,T001038,B000139,LD02   ,BGLD050399,64.5,0,0,270,465,29.6,221.1,92.9,211.1,436.5,297
4259,T001038,B000139,LD02   ,BGLD050499,14.3,0,0,120.2,465,7.5,189.1,50,166.7,333,74
4260,T001038,B000139,LD02   ,BGLD050599,34.2,0,30.5,88.4,465,69.4,49.3,12,36,123.7,660
4261,T001038,B000139,LD02   ,BGLD050699,21.5,0,0,147.6,465,12.9,168.9,51.5,157,309,129
4262,T001038,B000139,LD02   ,BGLD050799,8.6,0,0,40.2,465,31.4,27,4.3,23,64,311
4263,T001038,B000139,LD02   ,BGLD050700,5.4,0,0,32,465,22.9,23.6,4,16,64,232
4264,T001038,B000139,LD02   ,BGLD050701,2.4,0,0,16,465,10.5,22.7,5,20,61.9,100
4265,T001038,B000139,LD02   ,BGLD050702,0.7,0,0,0,465,1.4,50.7,11.5,29.5,170.1,13
4266,T001038,B000139,LD02   ,BGLD050899,8.7,0,0,52.5,465,10.5,84.2,35,75,150,88
4267,T001038,B000139,LD02   ,BGLD050800,0,0,0,0,465,0,0,0,0,0,0
4268,T001038,B000139,LD02   ,BGLD050801,8,0,0,51.5,465,9.5,85.9,36,75,150,81
4269,T001038,B000139,LD02   ,BGLD050802,0,0,0,0,465,0,0,0,0,0,0
4270,T001038,B000139,LD02   ,BGLD050803,0.7,0,0,0,465,1.1,59.5,35,50,128,8
4271,T001038,B000139,LD02   ,BGLD069999,191.7,46,180.6,359.2,465,96,198.6,55,175,405,897
4272,T001038,B000139,LD02   ,BGLD060199,1.8,0,0,7.8,465,9.3,19.8,0.9,7.1,98.3,84
4273,T001038,B000139,LD02   ,BGLD060299,46.4,0,15.1,166,465,31.7,143.6,22.1,138,300,295
4274,T001038,B000139,LD02   ,BGLD060399,128.9,30,128,240,465,92.9,138.6,35,130,274.8,870
4275,T001038,B000139,LD02   ,BGLD060301,123.8,22.5,120,232.5,465,89.6,137.8,45,127.3,260.7,840
4276,T001038,B000139,LD02   ,BGLD060302,5.2,0,0,26,465,22.7,22.8,7,20,48,239
4277,T001038,B000139,LD02   ,BGLD060499,9.3,0,0,50,465,20.8,45.4,9.8,39.4,120,208
4278,T001038,B000139,LD02   ,BGLD060599,5.3,0,0,19.7,465,3.7,137.2,16.4,79.1,327.8,35
4279,T001038,B000139,LD02   ,BGLD079999,111.4,20.6,98.9,255.5,465,90.5,122.7,23.4,105,277,838
4280,T001038,B000139,LD02   ,BGLD070099,2.3,0,0,0,465,1.8,131.2,45,106,240,16
4281,T001038,B000139,LD02   ,BGLD070199,34.8,0,20.5,126.5,465,36.5,95.9,20.7,75,227,356
4282,T001038,B000139,LD02   ,BGLD070100,2.5,0,0,26.6,465,4.3,57.9,16.4,55.5,109.4,41
4283,T001038,B000139,LD02   ,BGLD070101,15.1,0,0,80,465,17.6,86.3,16.7,73.9,200,179
4284,T001038,B000139,LD02   ,BGLD070102,0.8,0,0,0,465,0.5,158.4,68.3,172,247,4
4285,T001038,B000139,LD02   ,BGLD070103,15.5,0,0,86,465,16.3,95.7,12.4,75,277,151
4286,T001038,B000139,LD02   ,BGLD070104,0.9,0,0,0,465,1.2,74.2,36,75,125,8
4287,T001038,B000139,LD02   ,BGLD070105,0,0,0,0,465,0,0,0,0,0,0
4288,T001038,B000139,LD02   ,BGLD070107,0,0,0,0,465,0,0,0,0,0,0
4289,T001038,B000139,LD02   ,BGLD070299,19.3,0,0,86.6,465,21.9,88.3,18.4,75,239.9,190
4290,T001038,B000139,LD02   ,BGLD070200,0,0,0,0,465,0,0,0,0,0,0
4291,T001038,B000139,LD02   ,BGLD070201,18.6,0,0,86.6,465,21.4,86.8,18.4,75,200,183
4292,T001038,B000139,LD02   ,BGLD070202,0.4,0,0,0,465,0.3,127.3,75,113,172,4
4293,T001038,B000139,LD02   ,BGLD070203,0.4,0,0,0,465,0.2,173.7,100,100,277,3
4294,T001038,B000139,LD02   ,BGLD070399,0.1,0,0,0,465,0.1,56.3,56.3,56.3,56.3,1
4295,T001038,B000139,LD02   ,BGLD070499,53.1,0,43.5,149,465,69.3,75.9,10,55,210,649
4296,T001038,B000139,LD02   ,BGLD070401,30.8,0,4,111.5,465,31.7,96.4,8,81,225,275
4297,T001038,B000139,LD02   ,BGLD070402,22.3,0,16,72.5,465,55.8,39.5,8.7,32,102,538
4298,T001038,B000139,LD02   ,BGLD070599,0.5,0,0,0,465,0.5,114.8,8,140,240,5
4299,T001038,B000139,LD02   ,BGLD070699,1.2,0,0,0,465,1.8,64.9,5.7,70,150,17
4300,T001038,B000139,LD02   ,BGLD070601,1.1,0,0,0,465,1.4,77,32.4,75,150,14
4301,T001038,B000139,LD02   ,BGLD070602,0.1,0,0,0,465,0.5,18.2,5.7,24.4,32,4
4302,T001038,B000139,LD02   ,BGLD089999,15,0,0,84.4,465,12.5,122.5,11.3,100,312,129
4303,T001038,B000139,LD02   ,BGLD080099,0,0,0,0,465,0,0,0,0,0,0
4304,T001038,B000139,LD02   ,BGLD080199,11.3,0,0,75,465,10.4,110.3,10,91.5,312,107
4305,T001038,B000139,LD02   ,BGLD080299,0.9,0,0,0,465,1.5,57.1,11,45,135,15
4306,T001038,B000139,LD02   ,BGLD080399,2.9,0,0,0,465,2,151.2,0.8,145,350,19
4307,T001038,B000139,LD02   ,BGLD080499,0,0,0,0,465,0,0,0,0,0,0
4308,T001038,B000139,LD02   ,BGLD099999,13.9,0,0,67.5,465,23.9,58.5,8.5,50,135,223
4309,T001038,B000139,LD02   ,BGLD090199,13.9,0,0,67.5,465,23.9,58.5,8.5,50,135,223
4310,T001038,B000139,LD02   ,BGLD109999,23.8,2.8,21.9,52.4,465,95,25,3.2,21.4,59,885
4311,T001038,B000139,LD02   ,BGLD100099,1.4,0,0,7.4,465,16.2,8.4,1,6.7,25.4,149
4312,T001038,B000139,LD02   ,BGLD100199,3.8,0,1.3,16.4,465,36.2,10.6,1.3,7,31.9,329
4313,T001038,B000139,LD02   ,BGLD100299,3.1,0,0,18.7,465,17.6,17.5,2.2,12.3,52,182
4314,T001038,B000139,LD02   ,BGLD100399,15.3,0,13,38.6,465,76.3,20.2,2.4,17.4,49.8,706
4315,T001038,B000139,LD02   ,BGLD100499,0.1,0,0,0,465,0.9,15.3,4.6,18,28,10
4316,T001038,B000139,LD02   ,BGLD119999,30.1,0,19.2,95,465,69.7,43,4,28.5,124.3,661
4317,T001038,B000139,LD02   ,BGLD110099,0.7,0,0,0,465,1.6,37.8,8,32,100,11
4318,T001038,B000139,LD02   ,BGLD110199,12.4,0,3.6,48,465,47.1,26.2,3,18,81,463
4319,T001038,B000139,LD02   ,BGLD110100,0,0,0,0,465,0,120,120,120,120,1
4320,T001038,B000139,LD02   ,BGLD110101,4.6,0,0,25.6,465,28.3,16.3,1,10.8,44.6,260
4321,T001038,B000139,LD02   ,BGLD110102,4.9,0,0,29.8,465,15.5,31.8,5.4,28.7,80.7,176
4322,T001038,B000139,LD02   ,BGLD110103,1.5,0,0,8.5,465,6.2,21.4,2.6,11.4,45.4,70
4323,T001038,B000139,LD02   ,BGLD110104,0.6,0,0,4.2,465,4.7,13,2,9.2,48.2,55
4324,T001038,B000139,LD02   ,BGLD110105,0.4,0,0,0,465,1.2,30.4,3,30,62.5,11
4325,T001038,B000139,LD02   ,BGLD110106,0.5,0,0,1.1,465,3.2,14.1,2.3,11.3,30,38
4326,T001038,B000139,LD02   ,BGLD110299,11.3,0,0,50,465,33.9,32.9,4.8,22.5,92.2,320
4327,T001038,B000139,LD02   ,BGLD110200,2.8,0,0,16.4,465,15.9,17.2,2.5,11.3,50,139
4328,T001038,B000139,LD02   ,BGLD110201,3.2,0,0,21,465,11,29.4,7,21,84,121
4329,T001038,B000139,LD02   ,BGLD110202,1.4,0,0,9,465,4.1,34.7,14,28,58,38
4330,T001038,B000139,LD02   ,BGLD110203,2.7,0,0,23.9,465,8,32,6.6,23.1,89.6,67
4331,T001038,B000139,LD02   ,BGLD110204,1.2,0,0,0,465,2,60,12,27,260,24
4332,T001038,B000139,LD02   ,BGLD110399,5.6,0,0,25,465,21.2,27.6,2,10.2,80,195
4333,T001038,B000139,LD02   ,BGLD129999,41.1,0,30,122,465,62.4,66.6,10,50,190,595
4334,T001038,B000139,LD02   ,BGLD120199,26,0,0,91,465,33.3,78.7,19,58,197,315
4335,T001038,B000139,LD02   ,BGLD120299,15.2,0,8.5,58.5,465,42.4,36,8,30,90,413
4336,T001038,B000139,LD02   ,BGLD139999,1910.5,923.4,1799.3,3298.8,465,99.9,1912.1,800.7,1785.6,3546.1,929
4337,T001038,B000139,LD02   ,BGLD130099,8.9,0,0,0,465,1.9,443.9,1.8,300,1160,21
4338,T001038,B000139,LD02   ,BGLD130199,63.8,0,0,309,465,24.8,261.8,36.3,206,618,226
4339,T001038,B000139,LD02   ,BGLD130299,322.9,0,165,1248.3,465,53.1,599.1,156.7,475,1490,470
4340,T001038,B000139,LD02   ,BGLD130399,873.2,0,828,1723.8,465,92.1,951.7,250,875,1858.4,855
