"TIME","GEO","DAIRYPROD","MILKITEM","Value","Flag and Footnotes"
"2011","Switzerland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Switzerland","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2011","Montenegro","Fresh products","Products obtained (1 000 t)",":",""
"2011","Montenegro","Fresh products","Fat content (t)",":",""
"2011","Montenegro","Fresh products","Protein content (t)",":",""
"2011","Montenegro","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Montenegro","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2011","Montenegro","Manufactured products","Products obtained (1 000 t)",":",""
"2011","Montenegro","Manufactured products","Fat content (t)",":",""
"2011","Montenegro","Manufactured products","Protein content (t)",":",""
"2011","Montenegro","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Montenegro","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2011","North Macedonia","Fresh products","Products obtained (1 000 t)",":",""
"2011","North Macedonia","Fresh products","Fat content (t)",":",""
"2011","North Macedonia","Fresh products","Protein content (t)",":",""
"2011","North Macedonia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","North Macedonia","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2011","North Macedonia","Manufactured products","Products obtained (1 000 t)",":",""
"2011","North Macedonia","Manufactured products","Fat content (t)",":",""
"2011","North Macedonia","Manufactured products","Protein content (t)",":",""
"2011","North Macedonia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","North Macedonia","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2011","Albania","Fresh products","Products obtained (1 000 t)",":",""
"2011","Albania","Fresh products","Fat content (t)",":",""
"2011","Albania","Fresh products","Protein content (t)",":",""
"2011","Albania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Albania","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2011","Albania","Manufactured products","Products obtained (1 000 t)",":",""
"2011","Albania","Manufactured products","Fat content (t)",":",""
"2011","Albania","Manufactured products","Protein content (t)",":",""
"2011","Albania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Albania","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2011","Serbia","Fresh products","Products obtained (1 000 t)",":",""
"2011","Serbia","Fresh products","Fat content (t)",":",""
"2011","Serbia","Fresh products","Protein content (t)",":",""
"2011","Serbia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Serbia","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2011","Serbia","Manufactured products","Products obtained (1 000 t)",":",""
"2011","Serbia","Manufactured products","Fat content (t)",":",""
"2011","Serbia","Manufactured products","Protein content (t)",":",""
"2011","Serbia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Serbia","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2011","Turkey","Fresh products","Products obtained (1 000 t)",":",""
"2011","Turkey","Fresh products","Fat content (t)",":",""
"2011","Turkey","Fresh products","Protein content (t)",":",""
"2011","Turkey","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Turkey","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2011","Turkey","Manufactured products","Products obtained (1 000 t)",":",""
"2011","Turkey","Manufactured products","Fat content (t)",":",""
"2011","Turkey","Manufactured products","Protein content (t)",":",""
"2011","Turkey","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Turkey","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2012","European Union - 27 countries (from 2020)","Fresh products","Products obtained (1 000 t)",":","c"
"2012","European Union - 27 countries (from 2020)","Fresh products","Fat content (t)","1 467 782.09",""
"2012","European Union - 27 countries (from 2020)","Fresh products","Protein content (t)",":",""
"2012","European Union - 27 countries (from 2020)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2012","European Union - 27 countries (from 2020)","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2012","European Union - 27 countries (from 2020)","Manufactured products","Products obtained (1 000 t)",":","c"
"2012","European Union - 27 countries (from 2020)","Manufactured products","Fat content (t)",":","c"
"2012","European Union - 27 countries (from 2020)","Manufactured products","Protein content (t)",":",""
"2012","European Union - 27 countries (from 2020)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2012","European Union - 27 countries (from 2020)","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2012","European Union - 28 countries (2013-2020)","Fresh products","Products obtained (1 000 t)",":","c"
"2012","European Union - 28 countries (2013-2020)","Fresh products","Fat content (t)","1 726 937.02",""
"2012","European Union - 28 countries (2013-2020)","Fresh products","Protein content (t)",":",""
"2012","European Union - 28 countries (2013-2020)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2012","European Union - 28 countries (2013-2020)","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2012","European Union - 28 countries (2013-2020)","Manufactured products","Products obtained (1 000 t)",":","c"
"2012","European Union - 28 countries (2013-2020)","Manufactured products","Fat content (t)",":","c"
"2012","European Union - 28 countries (2013-2020)","Manufactured products","Protein content (t)",":",""
"2012","European Union - 28 countries (2013-2020)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2012","European Union - 28 countries (2013-2020)","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2012","Belgium","Fresh products","Products obtained (1 000 t)","1 451.49",""
"2012","Belgium","Fresh products","Fat content (t)","67 631.88",""
"2012","Belgium","Fresh products","Protein content (t)",":",""
"2012","Belgium","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-291.65",""
"2012","Belgium","Fresh products","Utilization of whole milk (1 000 t)","1 648.23",""
"2012","Belgium","Manufactured products","Products obtained (1 000 t)",":","c"
"2012","Belgium","Manufactured products","Fat content (t)","82 906.12",""
"2012","Belgium","Manufactured products","Protein content (t)",":",""
"2012","Belgium","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","285.44",""
"2012","Belgium","Manufactured products","Utilization of whole milk (1 000 t)","2 016.00",""
"2012","Bulgaria","Fresh products","Products obtained (1 000 t)","213.30",""
"2012","Bulgaria","Fresh products","Fat content (t)","6 077.71",""
"2012","Bulgaria","Fresh products","Protein content (t)",":",""
"2012","Bulgaria","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","35.77",""
"2012","Bulgaria","Fresh products","Utilization of whole milk (1 000 t)","164.86",""
"2012","Bulgaria","Manufactured products","Products obtained (1 000 t)","456.58",""
"2012","Bulgaria","Manufactured products","Fat content (t)","15 397.65",""
"2012","Bulgaria","Manufactured products","Protein content (t)",":",""
"2012","Bulgaria","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","131.86",""
"2012","Bulgaria","Manufactured products","Utilization of whole milk (1 000 t)","417.34",""
"2012","Czechia","Fresh products","Products obtained (1 000 t)","870.50",""
"2012","Czechia","Fresh products","Fat content (t)","30 450.30",""
"2012","Czechia","Fresh products","Protein content (t)",":",""
"2012","Czechia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","80.32",""
"2012","Czechia","Fresh products","Utilization of whole milk (1 000 t)","790.18",""
"2012","Czechia","Manufactured products","Products obtained (1 000 t)","1 127.08",""
"2012","Czechia","Manufactured products","Fat content (t)","50 535.74",""
"2012","Czechia","Manufactured products","Protein content (t)",":",""
"2012","Czechia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-24.18",""
"2012","Czechia","Manufactured products","Utilization of whole milk (1 000 t)","1 262.30",""
"2012","Denmark","Fresh products","Products obtained (1 000 t)","795.00",""
"2012","Denmark","Fresh products","Fat content (t)","27 603.30",""
"2012","Denmark","Fresh products","Protein content (t)",":",""
"2012","Denmark","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","150.00",""
"2012","Denmark","Fresh products","Utilization of whole milk (1 000 t)","645.00",""
"2012","Denmark","Manufactured products","Products obtained (1 000 t)","2 678.80",""
"2012","Denmark","Manufactured products","Fat content (t)","191 245.00",""
"2012","Denmark","Manufactured products","Protein content (t)",":",""
"2012","Denmark","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-265.50",""
"2012","Denmark","Manufactured products","Utilization of whole milk (1 000 t)","4 467.80",""
"2012","Germany (until 1990 former territory of the FRG)","Fresh products","Products obtained (1 000 t)","8 915.10",""
"2012","Germany (until 1990 former territory of the FRG)","Fresh products","Fat content (t)","395 322.74",""
"2012","Germany (until 1990 former territory of the FRG)","Fresh products","Protein content (t)",":",""
"2012","Germany (until 1990 former territory of the FRG)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 108.81",""
"2012","Germany (until 1990 former territory of the FRG)","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2012","Germany (until 1990 former territory of the FRG)","Manufactured products","Products obtained (1 000 t)",":","c"
"2012","Germany (until 1990 former territory of the FRG)","Manufactured products","Fat content (t)","879 669.13",""
"2012","Germany (until 1990 former territory of the FRG)","Manufactured products","Protein content (t)",":",""
"2012","Germany (until 1990 former territory of the FRG)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","185.72",""
"2012","Germany (until 1990 former territory of the FRG)","Manufactured products","Utilization of whole milk (1 000 t)","20 695.62",""
"2012","Estonia","Fresh products","Products obtained (1 000 t)",":","c"
"2012","Estonia","Fresh products","Fat content (t)","8 738.80",""
"2012","Estonia","Fresh products","Protein content (t)",":",""
"2012","Estonia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2012","Estonia","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2012","Estonia","Manufactured products","Products obtained (1 000 t)",":","c"
"2012","Estonia","Manufactured products","Fat content (t)","11 904.20",""
"2012","Estonia","Manufactured products","Protein content (t)",":",""
"2012","Estonia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","57.80",""
"2012","Estonia","Manufactured products","Utilization of whole milk (1 000 t)","288.20",""
"2012","Ireland","Fresh products","Products obtained (1 000 t)","550.77",""
"2012","Ireland","Fresh products","Fat content (t)","26 072.50",""
"2012","Ireland","Fresh products","Protein content (t)",":",""
"2012","Ireland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-66.05",""
"2012","Ireland","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2012","Ireland","Manufactured products","Products obtained (1 000 t)",":","c"
"2012","Ireland","Manufactured products","Fat content (t)",":","c"
"2012","Ireland","Manufactured products","Protein content (t)",":",""
"2012","Ireland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","0.00","n"
"2012","Ireland","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2012","Greece","Fresh products","Products obtained (1 000 t)","703.50",""
"2012","Greece","Fresh products","Fat content (t)","24 885.00",""
"2012","Greece","Fresh products","Protein content (t)",":",""
"2012","Greece","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2012","Greece","Fresh products","Utilization of whole milk (1 000 t)","635.00",""
"2012","Greece","Manufactured products","Products obtained (1 000 t)","207.90",""
"2012","Greece","Manufactured products","Fat content (t)","54 373.00",""
