Name,Type,code,food,Amount per day
Bosjes van Pex,Buurt,BU05181481,0101. Potatoes,27083.4
Bohemen en Meer en Bos,Buurt,BU05181492,0101. Potatoes,306087.1
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,0101. Potatoes,164342.1
Ockenburgh,Buurt,BU05181590,0101. Potatoes,55091.9
Kijkduin,Buurt,BU05181591,0101. Potatoes,108063
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,0101. Potatoes,418512.6
Kraayenstein,Buurt,BU05181697,0101. Potatoes,418512.6
Wijk 17 Loosduinen,Wijk,WK051817,0101. Potatoes,1305295.5
Kerketuinen en Zichtenburg,Buurt,BU05181785,0101. Potatoes,4224
Houtwijk,Buurt,BU05181786,0101. Potatoes,937248.4
Kom Loosduinen,Buurt,BU05181795,0101. Potatoes,362748.9
Wijk 18 Waldeck,Wijk,WK051818,0101. Potatoes,1243308.3
Waldeck-Zuid,Buurt,BU05181806,0101. Potatoes,146667.2
Nieuw Waldeck,Buurt,BU05181840,0101. Potatoes,521431
Rosenburg,Buurt,BU05181882,0101. Potatoes,212397.8
Componistenbuurt,Buurt,BU05181893,0101. Potatoes,132158.5
Waldeck-Noord,Buurt,BU05181894,0101. Potatoes,227654.3
Wijk 19 Vruchtenbuurt,Wijk,WK051819,0101. Potatoes,667493.6
Vruchtenbuurt,Buurt,BU05181953,0101. Potatoes,486673.9
Eykenduinen,Buurt,BU05181983,0101. Potatoes,180056.8
Wijk 20 Valkenboskwartier,Wijk,WK051820,0101. Potatoes,1295283
Heesterbuurt,Buurt,BU05182054,0101. Potatoes,480832.3
Valkenboskwartier,Buurt,BU05182055,0101. Potatoes,814450.7
Wijk 21 Regentessekwartier,Wijk,WK051821,0101. Potatoes,933457
Rond de Energiecentrale,Buurt,BU05182110,0101. Potatoes,411551.8
Koningsplein en omgeving,Buurt,BU05182144,0101. Potatoes,521565.1
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,0101. Potatoes,815828.1
Zeeheldenkwartier,Buurt,BU05182245,0101. Potatoes,815828.1
Wijk 23 Willemspark,Wijk,WK051823,0101. Potatoes,100720.7
Willemspark,Buurt,BU05182347,0101. Potatoes,100720.7
Wijk 24 Haagse Bos,Wijk,WK051824,0101. Potatoes,31183.6
Haagse Bos,Buurt,BU05182449,0101. Potatoes,31183.6
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,0101. Potatoes,1059264.5
Landen,Buurt,BU05182561,0101. Potatoes,370624.3
Kampen,Buurt,BU05182567,0101. Potatoes,177398.9
Marlot,Buurt,BU05182568,0101. Potatoes,56954
Burgen en Horsten,Buurt,BU05182569,0101. Potatoes,451408.5
Wijk 26 Bezuidenhout,Wijk,WK051826,0101. Potatoes,1130480.6
Bezuidenhout-West,Buurt,BU05182664,0101. Potatoes,236444.9
Bezuidenhout-Midden,Buurt,BU05182665,0101. Potatoes,285897.1
Bezuidenhout-Oost,Buurt,BU05182666,0101. Potatoes,606383.3
Wijk 27 Stationsbuurt,Wijk,WK051827,0101. Potatoes,897962.7
Huygenspark,Buurt,BU05182718,0101. Potatoes,566097.6
Rivierenbuurt-Zuid,Buurt,BU05182762,0101. Potatoes,62505.7
Rivierenbuurt-Noord,Buurt,BU05182763,0101. Potatoes,268266.9
Wijk 28 Centrum,Wijk,WK051828,0101. Potatoes,1400016.2
Kortenbos,Buurt,BU05182811,0101. Potatoes,513153.9
Voorhout,Buurt,BU05182812,0101. Potatoes,169495.4
Uilebomen,Buurt,BU05182813,0101. Potatoes,225628.5
Zuidwal,Buurt,BU05182814,0101. Potatoes,489890.2
Wijk 29 Schildersbuurt,Wijk,WK051829,0101. Potatoes,2377494.6
Schildersbuurt-West,Buurt,BU05182915,0101. Potatoes,1073256.5
Schildersbuurt-Noord,Buurt,BU05182916,0101. Potatoes,756447.8
Schildersbuurt-Oost,Buurt,BU05182917,0101. Potatoes,546801
Wijk 30 Transvaalkwartier,Wijk,WK051830,0101. Potatoes,1256128.5
Transvaalkwartier-Noord,Buurt,BU05183032,0101. Potatoes,305772.8
Transvaalkwartier-Midden,Buurt,BU05183033,0101. Potatoes,386234.8
Transvaalkwartier-Zuid,Buurt,BU05183034,0101. Potatoes,562701.4
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,0101. Potatoes,1409332.2
Rustenburg,Buurt,BU05183130,0101. Potatoes,462370.2
Oostbroek-Noord,Buurt,BU05183131,0101. Potatoes,340329.7
Oostbroek-Zuid,Buurt,BU05183135,0101. Potatoes,605578.9
Wijk 32 Leyenburg,Wijk,WK051832,0101. Potatoes,1102358.6
Leyenburg,Buurt,BU05183284,0101. Potatoes,1102358.6
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,0101. Potatoes,2168009.4
"Venen, Oorden en Raden",Buurt,BU05183387,0101. Potatoes,649011.5
"Zijden, Steden en Zichten",Buurt,BU05183396,0101. Potatoes,595115.2
Dreven en Gaarden,Buurt,BU05183398,0101. Potatoes,816503.6
De Uithof,Buurt,BU05183399,0101. Potatoes,104876.3
Wijk 34 Morgenstond,Wijk,WK051834,0101. Potatoes,1425047.1
Morgenstond-Zuid,Buurt,BU05183480,0101. Potatoes,446955.4
Morgenstond-West,Buurt,BU05183488,0101. Potatoes,554749.5
Morgenstond-Oost,Buurt,BU05183489,0101. Potatoes,421758.7
Wijk 35 Zuiderpark,Wijk,WK051835,0101. Potatoes,10830.2
Zuiderpark,Buurt,BU05183536,0101. Potatoes,10830.2
Wijk 36 Moerwijk,Wijk,WK051836,0101. Potatoes,1607721.4
Moerwijk-Oost,Buurt,BU05183620,0101. Potatoes,250417.6
Moerwijk-West,Buurt,BU05183637,0101. Potatoes,473706.5
Moerwijk-Noord,Buurt,BU05183638,0101. Potatoes,531942
Moerwijk-Zuid,Buurt,BU05183639,0101. Potatoes,350085.2
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,0101. Potatoes,406991.2
Groente- en Fruitmarkt,Buurt,BU05183721,0101. Potatoes,406991.2
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,0101. Potatoes,3147690.1
Laakhaven-Oost,Buurt,BU05183819,0101. Potatoes,303730.7
Laakhaven-West,Buurt,BU05183822,0101. Potatoes,415339.2
Spoorwijk,Buurt,BU05183823,0101. Potatoes,323414.7
Laakkwartier-West,Buurt,BU05183824,0101. Potatoes,614610
Laakkwartier-Oost,Buurt,BU05183825,0101. Potatoes,854566.9
Noordpolderbuurt,Buurt,BU05183826,0101. Potatoes,631762.3
Wijk 39 Binckhorst,Wijk,WK051839,0101. Potatoes,160159.8
Binckhorst,Buurt,BU05183960,0101. Potatoes,160159.8
Wijk 40 Wateringse Veld,Wijk,WK051840,0101. Potatoes,1575675.4
Erasmus Veld,Buurt,BU05184001,0101. Potatoes,154376.5
Hoge Veld,Buurt,BU05184002,0101. Potatoes,612994.5
Parkbuurt oosteinde,Buurt,BU05184003,0101. Potatoes,251054.2
Lage Veld,Buurt,BU05184004,0101. Potatoes,307917.5
Zonne Veld,Buurt,BU05184005,0101. Potatoes,245698.2
Wijk 41 Hoornwijk,Wijk,WK051841,0101. Potatoes,21648.4
Vlietzoom-West,Buurt,BU05184106,0101. Potatoes,11710.1
De Reef,Buurt,BU05184110,0101. Potatoes,9117.7
Wijk 42 Ypenburg,Wijk,WK051842,0101. Potatoes,1909085.1
Bosweide,Buurt,BU05184208,0101. Potatoes,143757
De Venen,Buurt,BU05184211,0101. Potatoes,123332.8
Morgenweide,Buurt,BU05184212,0101. Potatoes,501284.5
Singels,Buurt,BU05184213,0101. Potatoes,395364.6
Waterbuurt,Buurt,BU05184214,0101. Potatoes,335585.4
De Bras,Buurt,BU05184215,0101. Potatoes,405927.2
Wijk 43 Forepark,Wijk,WK051843,0101. Potatoes,8460.5
Vlietzoom-Oost,Buurt,BU05184316,0101. Potatoes,7041.9
De Rivieren,Buurt,BU05184317,0101. Potatoes,1226.4
Wijk 44 Leidschenveen,Wijk,WK051844,0101. Potatoes,1459442
De Lanen,Buurt,BU05184418,0101. Potatoes,366691.2
De Velden,Buurt,BU05184419,0101. Potatoes,298864.7
De Vissen,Buurt,BU05184420,0101. Potatoes,601097.3
Rietbuurt,Buurt,BU05184421,0101. Potatoes,190882.5
Wijk 02 Belgisch Park,Wijk,WK051802,02. Vegetables,1120356.6
Belgisch Park,Buurt,BU05180271,02. Vegetables,1120356.6
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,02. Vegetables,283793.6
Westbroekpark,Buurt,BU05180373,02. Vegetables,128288.1
Duttendel,Buurt,BU05180374,02. Vegetables,154413.2
Wijk 04 Benoordenhout,Wijk,WK051804,02. Vegetables,1940417.6
Nassaubuurt,Buurt,BU05180448,02. Vegetables,227052.7
Uilennest,Buurt,BU05180475,02. Vegetables,304650.7
Duinzigt,Buurt,BU05180476,02. Vegetables,372101.7
Waalsdorp,Buurt,BU05180477,02. Vegetables,523964.7
Arendsdorp,Buurt,BU05180478,02. Vegetables,181740.5
Van Hoytemastraat en omgeving,Buurt,BU05180479,02. Vegetables,324844.2
Wijk 05 Archipelbuurt,Wijk,WK051805,02. Vegetables,875262.8
Archipelbuurt,Buurt,BU05180546,02. Vegetables,875262.8
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,02. Vegetables,112242.6
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,02. Vegetables,112242.6
Wijk 07 Scheveningen,Wijk,WK051807,02. Vegetables,2334957
Oud Scheveningen,Buurt,BU05180701,02. Vegetables,395535.6
Vissershaven,Buurt,BU05180702,02. Vegetables,474833.8
Scheveningen Badplaats,Buurt,BU05180703,02. Vegetables,725516.8
Visserijbuurt,Buurt,BU05180704,02. Vegetables,517857.7
Rijslag,Buurt,BU05180772,02. Vegetables,216892.1
Wijk 08 Duindorp,Wijk,WK051808,02. Vegetables,747343.7
Duindorp,Buurt,BU05180800,02. Vegetables,747343.7
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,02. Vegetables,1950949.6
Statenkwartier,Buurt,BU05180907,02. Vegetables,1334139.8
Geuzenkwartier,Buurt,BU05180908,02. Vegetables,616621.6
Wijk 10 Zorgvliet,Wijk,WK051810,02. Vegetables,66660.4
Zorgvliet,Buurt,BU05181041,02. Vegetables,66660.4
Wijk 11 Duinoord,Wijk,WK051811,02. Vegetables,1119832
Stadhoudersplantsoen,Buurt,BU05181142,02. Vegetables,284905
Sweelinckplein en omgeving,Buurt,BU05181143,02. Vegetables,834157.2
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,02. Vegetables,2016090.8
Bloemenbuurt-West,Buurt,BU05181250,02. Vegetables,320809.3
Bloemenbuurt-Oost,Buurt,BU05181251,02. Vegetables,887585.7
Bomenbuurt,Buurt,BU05181252,02. Vegetables,805913.6
Wijk 13 Vogelwijk,Wijk,WK051813,02. Vegetables,740686.2
Vogelwijk,Buurt,BU05181309,02. Vegetables,740686.2
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,02. Vegetables,702691.2
Bosjes van Pex,Buurt,BU05181481,02. Vegetables,55591.1
Bohemen en Meer en Bos,Buurt,BU05181492,02. Vegetables,646064.6
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,02. Vegetables,328702.9
Ockenburgh,Buurt,BU05181590,02. Vegetables,107390.1
Kijkduin,Buurt,BU05181591,02. Vegetables,218810.5
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,02. Vegetables,780158.7
Kraayenstein,Buurt,BU05181697,02. Vegetables,780158.7
Wijk 17 Loosduinen,Wijk,WK051817,02. Vegetables,2333218.5
Kerketuinen en Zichtenburg,Buurt,BU05181785,02. Vegetables,6733.4
Houtwijk,Buurt,BU05181786,02. Vegetables,1662011.7
Kom Loosduinen,Buurt,BU05181795,02. Vegetables,662542.2
Wijk 18 Waldeck,Wijk,WK051818,02. Vegetables,2294112.9
Waldeck-Zuid,Buurt,BU05181806,02. Vegetables,271551.5
Nieuw Waldeck,Buurt,BU05181840,02. Vegetables,940438
Rosenburg,Buurt,BU05181882,02. Vegetables,394214.2
Componistenbuurt,Buurt,BU05181893,02. Vegetables,245626.7
Waldeck-Noord,Buurt,BU05181894,02. Vegetables,437146.9
Wijk 19 Vruchtenbuurt,Wijk,WK051819,02. Vegetables,1337648
Vruchtenbuurt,Buurt,BU05181953,02. Vegetables,972196.8
Eykenduinen,Buurt,BU05181983,02. Vegetables,364226.7
Wijk 20 Valkenboskwartier,Wijk,WK051820,02. Vegetables,2449124.1
Heesterbuurt,Buurt,BU05182054,02. Vegetables,910256.8
Valkenboskwartier,Buurt,BU05182055,02. Vegetables,1538867.3
Wijk 21 Regentessekwartier,Wijk,WK051821,02. Vegetables,1887129.4
Rond de Energiecentrale,Buurt,BU05182110,02. Vegetables,831194.5
Koningsplein en omgeving,Buurt,BU05182144,02. Vegetables,1055536.2
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,02. Vegetables,1666517.9
Zeeheldenkwartier,Buurt,BU05182245,02. Vegetables,1666517.9
Wijk 23 Willemspark,Wijk,WK051823,02. Vegetables,218929.4
Willemspark,Buurt,BU05182347,02. Vegetables,218929.4
Wijk 24 Haagse Bos,Wijk,WK051824,02. Vegetables,59057.2
Haagse Bos,Buurt,BU05182449,02. Vegetables,59057.2
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,02. Vegetables,1957391.6
Landen,Buurt,BU05182561,02. Vegetables,681555.4
Kampen,Buurt,BU05182567,02. Vegetables,326613.3
Marlot,Buurt,BU05182568,02. Vegetables,101649.6
Burgen en Horsten,Buurt,BU05182569,02. Vegetables,842012
Wijk 26 Bezuidenhout,Wijk,WK051826,02. Vegetables,2352673.4
Bezuidenhout-West,Buurt,BU05182664,02. Vegetables,487947.7
Bezuidenhout-Midden,Buurt,BU05182665,02. Vegetables,587404
Bezuidenhout-Oost,Buurt,BU05182666,02. Vegetables,1273761.8
Wijk 27 Stationsbuurt,Wijk,WK051827,02. Vegetables,1642451.1
Huygenspark,Buurt,BU05182718,02. Vegetables,1037062.7
Rivierenbuurt-Zuid,Buurt,BU05182762,02. Vegetables,115010
Rivierenbuurt-Noord,Buurt,BU05182763,02. Vegetables,488454.2
Wijk 28 Centrum,Wijk,WK051828,02. Vegetables,2746553.3
Kortenbos,Buurt,BU05182811,02. Vegetables,1007503.6
Voorhout,Buurt,BU05182812,02. Vegetables,332521.6
Uilebomen,Buurt,BU05182813,02. Vegetables,440481.8
Zuidwal,Buurt,BU05182814,02. Vegetables,962754.4
Wijk 29 Schildersbuurt,Wijk,WK051829,02. Vegetables,3730048.3
Schildersbuurt-West,Buurt,BU05182915,02. Vegetables,1680991.6
Schildersbuurt-Noord,Buurt,BU05182916,02. Vegetables,1189394.1
Schildersbuurt-Oost,Buurt,BU05182917,02. Vegetables,857970.3
Wijk 30 Transvaalkwartier,Wijk,WK051830,02. Vegetables,1958940.6
Transvaalkwartier-Noord,Buurt,BU05183032,02. Vegetables,482904.9
Transvaalkwartier-Midden,Buurt,BU05183033,02. Vegetables,601260
Transvaalkwartier-Zuid,Buurt,BU05183034,02. Vegetables,872654.5
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,02. Vegetables,2327078.6
Rustenburg,Buurt,BU05183130,02. Vegetables,765830.7
Oostbroek-Noord,Buurt,BU05183131,02. Vegetables,562375.4
Oostbroek-Zuid,Buurt,BU05183135,02. Vegetables,996796.7
Wijk 32 Leyenburg,Wijk,WK051832,02. Vegetables,1932371.6
Leyenburg,Buurt,BU05183284,02. Vegetables,1932371.6
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,02. Vegetables,3503285.6
"Venen, Oorden en Raden",Buurt,BU05183387,02. Vegetables,1043466.3
"Zijden, Steden en Zichten",Buurt,BU05183396,02. Vegetables,958516.2
Dreven en Gaarden,Buurt,BU05183398,02. Vegetables,1321032.8
De Uithof,Buurt,BU05183399,02. Vegetables,176252.6
Wijk 34 Morgenstond,Wijk,WK051834,02. Vegetables,2357910.7
Morgenstond-Zuid,Buurt,BU05183480,02. Vegetables,738260.3
Morgenstond-West,Buurt,BU05183488,02. Vegetables,919540.4
Morgenstond-Oost,Buurt,BU05183489,02. Vegetables,697337
Wijk 35 Zuiderpark,Wijk,WK051835,02. Vegetables,21442.9
Zuiderpark,Buurt,BU05183536,02. Vegetables,21442.9
Wijk 36 Moerwijk,Wijk,WK051836,02. Vegetables,2570586.4
Moerwijk-Oost,Buurt,BU05183620,02. Vegetables,398991.3
Moerwijk-West,Buurt,BU05183637,02. Vegetables,761319.5
Moerwijk-Noord,Buurt,BU05183638,02. Vegetables,853159
Moerwijk-Zuid,Buurt,BU05183639,02. Vegetables,554859.6
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,02. Vegetables,636625.4
Groente- en Fruitmarkt,Buurt,BU05183721,02. Vegetables,636625.4
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,02. Vegetables,5157286
Laakhaven-Oost,Buurt,BU05183819,02. Vegetables,504570.2
Laakhaven-West,Buurt,BU05183822,02. Vegetables,681902.7
Spoorwijk,Buurt,BU05183823,02. Vegetables,527768.3
Laakkwartier-West,Buurt,BU05183824,02. Vegetables,1002922.3
Laakkwartier-Oost,Buurt,BU05183825,02. Vegetables,1401258.7
Noordpolderbuurt,Buurt,BU05183826,02. Vegetables,1031136.2
Wijk 39 Binckhorst,Wijk,WK051839,02. Vegetables,224710.1
Binckhorst,Buurt,BU05183960,02. Vegetables,224710.1
Wijk 40 Wateringse Veld,Wijk,WK051840,02. Vegetables,2797614.9
Erasmus Veld,Buurt,BU05184001,02. Vegetables,282609.4
Hoge Veld,Buurt,BU05184002,02. Vegetables,1072160
Parkbuurt oosteinde,Buurt,BU05184003,02. Vegetables,445849.7
Lage Veld,Buurt,BU05184004,02. Vegetables,555517.3
Zonne Veld,Buurt,BU05184005,02. Vegetables,435005
Wijk 41 Hoornwijk,Wijk,WK051841,02. Vegetables,36259.1
Vlietzoom-West,Buurt,BU05184106,02. Vegetables,20910.6
De Reef,Buurt,BU05184110,02. Vegetables,13984.2
Wijk 42 Ypenburg,Wijk,WK051842,02. Vegetables,3401059.6
Bosweide,Buurt,BU05184208,02. Vegetables,255475.6
De Venen,Buurt,BU05184211,02. Vegetables,218209.3
Morgenweide,Buurt,BU05184212,02. Vegetables,895464.3
Singels,Buurt,BU05184213,02. Vegetables,711716.6
Waterbuurt,Buurt,BU05184214,02. Vegetables,599911.8
De Bras,Buurt,BU05184215,02. Vegetables,713475.6
Wijk 43 Forepark,Wijk,WK051843,02. Vegetables,15503.4
Vlietzoom-Oost,Buurt,BU05184316,02. Vegetables,13023
De Rivieren,Buurt,BU05184317,02. Vegetables,2277.1
Wijk 44 Leidschenveen,Wijk,WK051844,02. Vegetables,2643790.7
De Lanen,Buurt,BU05184418,02. Vegetables,652349.2
De Velden,Buurt,BU05184419,02. Vegetables,546262
De Vissen,Buurt,BU05184420,02. Vegetables,1105226.2
Rietbuurt,Buurt,BU05184421,02. Vegetables,336955.5
Wijk 02 Belgisch Park,Wijk,WK051802,0200. Unclass.,96257.6
Belgisch Park,Buurt,BU05180271,0200. Unclass.,96257.6
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,0200. Unclass.,23098.7
Westbroekpark,Buurt,BU05180373,0200. Unclass.,10441.9
Duttendel,Buurt,BU05180374,0200. Unclass.,12568.5
Wijk 04 Benoordenhout,Wijk,WK051804,0200. Unclass.,154980.1
Nassaubuurt,Buurt,BU05180448,0200. Unclass.,18203.8
Uilennest,Buurt,BU05180475,0200. Unclass.,24396.5
Duinzigt,Buurt,BU05180476,0200. Unclass.,29577.3
Waalsdorp,Buurt,BU05180477,0200. Unclass.,41751.9
Arendsdorp,Buurt,BU05180478,0200. Unclass.,14514.1
Van Hoytemastraat en omgeving,Buurt,BU05180479,0200. Unclass.,25952.8
Wijk 05 Archipelbuurt,Wijk,WK051805,0200. Unclass.,71185.6
Archipelbuurt,Buurt,BU05180546,0200. Unclass.,71185.6
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,0200. Unclass.,8878.7
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,0200. Unclass.,8878.7
Wijk 07 Scheveningen,Wijk,WK051807,0200. Unclass.,208406.5
Oud Scheveningen,Buurt,BU05180701,0200. Unclass.,35502.7
Vissershaven,Buurt,BU05180702,0200. Unclass.,42246.5
Scheveningen Badplaats,Buurt,BU05180703,0200. Unclass.,64931.4
Visserijbuurt,Buurt,BU05180704,0200. Unclass.,46025.3
Rijslag,Buurt,BU05180772,0200. Unclass.,19328
Wijk 08 Duindorp,Wijk,WK051808,0200. Unclass.,70574.3
Duindorp,Buurt,BU05180800,0200. Unclass.,70574.3
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,0200. Unclass.,160532
Statenkwartier,Buurt,BU05180907,0200. Unclass.,109613.8
Geuzenkwartier,Buurt,BU05180908,0200. Unclass.,50901.7
Wijk 10 Zorgvliet,Wijk,WK051810,0200. Unclass.,6112.7
Zorgvliet,Buurt,BU05181041,0200. Unclass.,6112.7
Wijk 11 Duinoord,Wijk,WK051811,0200. Unclass.,89029
Stadhoudersplantsoen,Buurt,BU05181142,0200. Unclass.,22579.1
Sweelinckplein en omgeving,Buurt,BU05181143,0200. Unclass.,66378.8
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,0200. Unclass.,172481.9
Bloemenbuurt-West,Buurt,BU05181250,0200. Unclass.,27454.3
Bloemenbuurt-Oost,Buurt,BU05181251,0200. Unclass.,75850.8
Bomenbuurt,Buurt,BU05181252,0200. Unclass.,69018.8
Wijk 13 Vogelwijk,Wijk,WK051813,0200. Unclass.,60382.7
Vogelwijk,Buurt,BU05181309,0200. Unclass.,60382.7
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,0200. Unclass.,59762.1
Bosjes van Pex,Buurt,BU05181481,0200. Unclass.,4728.9
Bohemen en Meer en Bos,Buurt,BU05181492,0200. Unclass.,54951.9
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,0200. Unclass.,28664.6
Ockenburgh,Buurt,BU05181590,0200. Unclass.,9371.2
Kijkduin,Buurt,BU05181591,0200. Unclass.,19058.6
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,0200. Unclass.,69500.5
Kraayenstein,Buurt,BU05181697,0200. Unclass.,69500.5
Wijk 17 Loosduinen,Wijk,WK051817,0200. Unclass.,214847.2
Kerketuinen en Zichtenburg,Buurt,BU05181785,0200. Unclass.,681.9
Houtwijk,Buurt,BU05181786,0200. Unclass.,152796.9
Kom Loosduinen,Buurt,BU05181795,0200. Unclass.,61201.5
Wijk 18 Waldeck,Wijk,WK051818,0200. Unclass.,210072.1
Waldeck-Zuid,Buurt,BU05181806,0200. Unclass.,24812.4
Nieuw Waldeck,Buurt,BU05181840,0200. Unclass.,85629.1
Rosenburg,Buurt,BU05181882,0200. Unclass.,36359.4
Componistenbuurt,Buurt,BU05181893,0200. Unclass.,22540
Waldeck-Noord,Buurt,BU05181894,0200. Unclass.,40263.4
Wijk 19 Vruchtenbuurt,Wijk,WK051819,0200. Unclass.,113604.2
Vruchtenbuurt,Buurt,BU05181953,0200. Unclass.,82436.7
Eykenduinen,Buurt,BU05181983,0200. Unclass.,31050.5
Wijk 20 Valkenboskwartier,Wijk,WK051820,0200. Unclass.,217138
Heesterbuurt,Buurt,BU05182054,0200. Unclass.,80425.3
Valkenboskwartier,Buurt,BU05182055,0200. Unclass.,136712.7
Wijk 21 Regentessekwartier,Wijk,WK051821,0200. Unclass.,161652
Rond de Energiecentrale,Buurt,BU05182110,0200. Unclass.,71322.6
Koningsplein en omgeving,Buurt,BU05182144,0200. Unclass.,90290.3
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,0200. Unclass.,142451.7
Zeeheldenkwartier,Buurt,BU05182245,0200. Unclass.,142451.7
Wijk 23 Willemspark,Wijk,WK051823,0200. Unclass.,18270.6
Willemspark,Buurt,BU05182347,0200. Unclass.,18270.6
Wijk 24 Haagse Bos,Wijk,WK051824,0200. Unclass.,5469.8
Haagse Bos,Buurt,BU05182449,0200. Unclass.,5469.8
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,0200. Unclass.,176929.8
Landen,Buurt,BU05182561,0200. Unclass.,61525.4
Kampen,Buurt,BU05182567,0200. Unclass.,29650.6
Marlot,Buurt,BU05182568,0200. Unclass.,9116.8
Burgen en Horsten,Buurt,BU05182569,0200. Unclass.,76118.7
Wijk 26 Bezuidenhout,Wijk,WK051826,0200. Unclass.,197675.6
Bezuidenhout-West,Buurt,BU05182664,0200. Unclass.,40567
Bezuidenhout-Midden,Buurt,BU05182665,0200. Unclass.,49309.3
