"TIME","GEO","UNIT","COICOP","Value","Flag and Footnotes"
"2013","Euro area - 12 countries (2001-2006)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","100 720.1",""
"2013","Belgium","Current prices, million euro","Total","197 752.7",""
"2013","Belgium","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","3 937.5",""
"2013","Bulgaria","Current prices, million euro","Total","27 925.1",""
"2013","Bulgaria","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","533.8",""
"2013","Czechia","Current prices, million euro","Total","80 155.6",""
"2013","Czechia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","1 526.1",""
"2013","Denmark","Current prices, million euro","Total","119 747.9",""
"2013","Denmark","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","2 269.0",""
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Total","1 462 148.0",""
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","38 133.0",""
"2013","Estonia","Current prices, million euro","Total","10 020.6",""
"2013","Estonia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","135.7",""
"2013","Ireland","Current prices, million euro","Total","77 881.7",""
"2013","Ireland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","807.4",""
"2013","Greece","Current prices, million euro","Total","133 226.5","p"
"2013","Greece","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","560.0","p"
"2013","Spain","Current prices, million euro","Total","621 258.0",""
"2013","Spain","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","6 410.0",""
"2013","France","Current prices, million euro","Total","1 133 889.0",""
"2013","France","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","16 153.0",""
"2013","Croatia","Current prices, million euro","Total","31 968.1",""
"2013","Croatia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","403.1",""
"2013","Italy","Current prices, million euro","Total","990 599.5",""
"2013","Italy","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","20 486.7",""
"2013","Cyprus","Current prices, million euro","Total","13 192.8",""
"2013","Cyprus","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","79.3",""
"2013","Latvia","Current prices, million euro","Total","13 976.7",""
